time,rh_out,t_out,month,hour,day_type
2021-07-05 14:30:00+08:00,58.5,30.0,7,14,0
2021-07-05 14:45:00+08:00,58.0,30.0,7,14,0
2021-07-05 15:00:00+08:00,58.0,30.0,7,15,0
2021-07-05 15:15:00+08:00,57.0,30.0,7,15,0
2021-07-05 15:30:00+08:00,57.0,30.0,7,15,0
2021-07-05 15:45:00+08:00,58.0,30.0,7,15,0
2021-07-05 16:00:00+08:00,58.0,30.0,7,16,0
2021-07-05 16:15:00+08:00,59.0,30.0,7,16,0
2021-07-05 16:30:00+08:00,58.0,30.56,7,16,0
2021-07-05 16:45:00+08:00,59.0,30.0,7,16,0
2021-07-05 17:00:00+08:00,59.5,30.56,7,17,0
2021-07-05 17:15:00+08:00,59.0,30.56,7,17,0
2021-07-05 17:30:00+08:00,57.0,30.56,7,17,0
2021-07-05 17:45:00+08:00,58.0,30.56,7,17,0
2021-07-05 18:00:00+08:00,58.0,30.56,7,18,0
2021-07-05 18:15:00+08:00,57.0,30.56,7,18,0
2021-07-05 18:30:00+08:00,57.0,30.56,7,18,0
2021-07-05 18:45:00+08:00,58.0,30.56,7,18,0
2021-07-05 19:00:00+08:00,58.0,30.56,7,19,0
2021-07-05 19:15:00+08:00,58.0,30.56,7,19,0
2021-07-05 19:30:00+08:00,58.5,30.56,7,19,0
2021-07-05 19:45:00+08:00,58.0,30.56,7,19,0
2021-07-05 20:00:00+08:00,57.5,30.56,7,20,0
2021-07-05 20:15:00+08:00,57.0,30.56,7,20,0
2021-07-05 20:30:00+08:00,56.5,30.56,7,20,0
2021-07-05 20:45:00+08:00,56.0,30.56,7,20,0
2021-07-05 21:00:00+08:00,57.0,30.56,7,21,0
2021-07-05 21:15:00+08:00,57.0,30.56,7,21,0
2021-07-05 21:30:00+08:00,57.0,30.56,7,21,0
2021-07-05 21:45:00+08:00,56.0,30.0,7,21,0
2021-07-05 22:00:00+08:00,56.0,30.56,7,22,0
2021-07-05 22:15:00+08:00,57.0,30.56,7,22,0
2021-07-05 22:30:00+08:00,58.0,30.56,7,22,0
2021-07-05 22:45:00+08:00,58.0,30.56,7,22,0
2021-07-05 23:00:00+08:00,58.5,30.56,7,23,0
2021-07-05 23:15:00+08:00,59.0,30.56,7,23,0
2021-07-05 23:30:00+08:00,59.0,30.56,7,23,0
2021-07-05 23:45:00+08:00,59.0,30.0,7,23,0
2021-07-06 00:00:00+08:00,58.0,30.28,7,0,1
2021-07-06 00:15:00+08:00,58.0,30.0,7,0,1
2021-07-06 00:30:00+08:00,59.0,30.0,7,0,1
2021-07-06 00:45:00+08:00,58.0,30.0,7,0,1
2021-07-06 01:00:00+08:00,58.5,30.0,7,1,1
2021-07-06 01:15:00+08:00,59.0,30.0,7,1,1
2021-07-06 01:30:00+08:00,59.5,30.0,7,1,1
2021-07-06 01:45:00+08:00,59.0,30.0,7,1,1
2021-07-06 02:00:00+08:00,59.0,30.0,7,2,1
2021-07-06 02:15:00+08:00,59.0,30.0,7,2,1
2021-07-06 02:30:00+08:00,58.5,30.0,7,2,1
2021-07-06 02:45:00+08:00,58.0,30.0,7,2,1
2021-07-06 03:00:00+08:00,58.5,30.0,7,3,1
2021-07-06 03:15:00+08:00,59.0,30.0,7,3,1
2021-07-06 03:30:00+08:00,59.0,30.0,7,3,1
2021-07-06 03:45:00+08:00,59.0,30.0,7,3,1
2021-07-06 04:00:00+08:00,59.0,30.0,7,4,1
2021-07-06 04:15:00+08:00,58.0,30.0,7,4,1
2021-07-06 04:30:00+08:00,58.0,30.28,7,4,1
2021-07-06 04:45:00+08:00,57.0,30.0,7,4,1
2021-07-06 05:00:00+08:00,56.5,30.0,7,5,1
2021-07-06 05:15:00+08:00,57.0,30.56,7,5,1
2021-07-06 05:30:00+08:00,57.0,30.28,7,5,1
2021-07-06 05:45:00+08:00,58.0,30.0,7,5,1
2021-07-06 06:00:00+08:00,59.5,30.0,7,6,1
2021-07-06 06:15:00+08:00,60.0,30.0,7,6,1
2021-07-06 06:30:00+08:00,59.5,30.0,7,6,1
2021-07-06 06:45:00+08:00,59.0,30.0,7,6,1
2021-07-06 07:00:00+08:00,59.0,30.28,7,7,1
2021-07-06 07:15:00+08:00,59.0,30.56,7,7,1
2021-07-06 07:30:00+08:00,60.0,30.56,7,7,1
2021-07-06 07:45:00+08:00,60.0,30.56,7,7,1
2021-07-06 08:00:00+08:00,57.5,30.56,7,8,1
2021-07-06 08:15:00+08:00,59.0,30.0,7,8,1
2021-07-06 08:30:00+08:00,58.0,30.56,7,8,1
2021-07-06 08:45:00+08:00,57.0,30.56,7,8,1
2021-07-06 09:00:00+08:00,57.5,30.56,7,9,1
2021-07-06 09:15:00+08:00,58.0,30.56,7,9,1
2021-07-06 09:30:00+08:00,57.5,30.56,7,9,1
2021-07-06 09:45:00+08:00,58.0,30.56,7,9,1
2021-07-06 10:00:00+08:00,58.0,30.56,7,10,1
2021-07-06 10:15:00+08:00,58.0,30.56,7,10,1
2021-07-06 10:30:00+08:00,57.0,30.56,7,10,1
2021-07-06 10:45:00+08:00,59.0,30.56,7,10,1
2021-07-06 11:00:00+08:00,59.0,30.56,7,11,1
2021-07-06 11:15:00+08:00,58.0,30.56,7,11,1
2021-07-06 11:30:00+08:00,59.0,30.56,7,11,1
2021-07-06 11:45:00+08:00,58.0,30.56,7,11,1
2021-07-06 12:00:00+08:00,58.0,30.56,7,12,1
2021-07-06 12:15:00+08:00,58.0,31.11,7,12,1
2021-07-06 12:30:00+08:00,57.5,30.835,7,12,1
2021-07-06 12:45:00+08:00,57.0,30.56,7,12,1
2021-07-06 13:00:00+08:00,57.5,30.56,7,13,1
2021-07-06 13:15:00+08:00,59.0,31.11,7,13,1
2021-07-06 13:30:00+08:00,57.5,30.835,7,13,1
2021-07-06 13:45:00+08:00,57.0,31.11,7,13,1
2021-07-06 14:00:00+08:00,56.0,31.11,7,14,1
2021-07-06 14:15:00+08:00,56.0,31.11,7,14,1
2021-07-06 14:30:00+08:00,56.0,31.11,7,14,1
2021-07-06 14:45:00+08:00,56.0,31.11,7,14,1
2021-07-06 15:00:00+08:00,55.5,31.11,7,15,1
2021-07-06 15:15:00+08:00,56.0,31.11,7,15,1
2021-07-06 15:30:00+08:00,56.0,31.11,7,15,1
2021-07-06 15:45:00+08:00,56.0,31.11,7,15,1
2021-07-06 16:00:00+08:00,55.5,31.11,7,16,1
2021-07-06 16:15:00+08:00,56.0,31.11,7,16,1
2021-07-06 16:30:00+08:00,56.0,31.11,7,16,1
2021-07-06 16:45:00+08:00,54.0,31.11,7,16,1
2021-07-06 17:00:00+08:00,55.0,30.835,7,17,1
2021-07-06 17:15:00+08:00,57.0,30.0,7,17,1
2021-07-06 17:30:00+08:00,62.0,29.165,7,17,1
2021-07-06 17:45:00+08:00,65.0,28.33,7,17,1
2021-07-06 18:00:00+08:00,65.5,28.33,7,18,1
2021-07-06 18:15:00+08:00,66.0,28.33,7,18,1
2021-07-06 18:30:00+08:00,65.5,28.33,7,18,1
2021-07-06 18:45:00+08:00,66.0,28.33,7,18,1
2021-07-06 19:00:00+08:00,66.0,28.33,7,19,1
2021-07-06 19:15:00+08:00,66.0,28.33,7,19,1
2021-07-06 19:30:00+08:00,65.5,28.33,7,19,1
2021-07-06 19:45:00+08:00,66.0,28.33,7,19,1
2021-07-06 20:00:00+08:00,67.0,28.055,7,20,1
2021-07-06 20:15:00+08:00,66.0,28.33,7,20,1
2021-07-06 20:30:00+08:00,63.5,28.61,7,20,1
2021-07-06 20:45:00+08:00,64.0,28.89,7,20,1
2021-07-06 21:00:00+08:00,64.5,28.89,7,21,1
2021-07-06 21:15:00+08:00,64.0,28.89,7,21,1
2021-07-06 21:30:00+08:00,64.5,28.89,7,21,1
2021-07-06 21:45:00+08:00,65.0,28.89,7,21,1
2021-07-06 22:00:00+08:00,64.0,28.89,7,22,1
2021-07-06 22:15:00+08:00,63.0,28.89,7,22,1
2021-07-06 22:30:00+08:00,64.5,28.61,7,22,1
2021-07-06 22:45:00+08:00,63.0,28.89,7,22,1
2021-07-06 23:00:00+08:00,64.5,28.89,7,23,1
2021-07-06 23:15:00+08:00,67.0,28.33,7,23,1
2021-07-06 23:30:00+08:00,63.5,28.89,7,23,1
2021-07-06 23:45:00+08:00,62.0,28.89,7,23,1
2021-07-07 00:00:00+08:00,63.5,28.89,7,0,2
2021-07-07 00:15:00+08:00,65.0,28.89,7,0,2
2021-07-07 00:30:00+08:00,63.0,29.165,7,0,2
2021-07-07 00:45:00+08:00,63.0,28.89,7,0,2
2021-07-07 01:00:00+08:00,63.0,28.89,7,1,2
2021-07-07 01:15:00+08:00,62.0,28.89,7,1,2
2021-07-07 01:30:00+08:00,63.0,29.165,7,1,2
2021-07-07 01:45:00+08:00,64.0,28.89,7,1,2
2021-07-07 02:00:00+08:00,63.0,28.89,7,2,2
2021-07-07 02:15:00+08:00,61.0,29.44,7,2,2
2021-07-07 02:30:00+08:00,62.5,29.165,7,2,2
2021-07-07 02:45:00+08:00,63.0,28.89,7,2,2
2021-07-07 03:00:00+08:00,61.5,29.44,7,3,2
2021-07-07 03:15:00+08:00,61.0,29.44,7,3,2
2021-07-07 03:30:00+08:00,62.0,29.44,7,3,2
2021-07-07 03:45:00+08:00,61.0,29.44,7,3,2
2021-07-07 04:00:00+08:00,61.0,29.72,7,4,2
2021-07-07 04:15:00+08:00,61.0,30.0,7,4,2
2021-07-07 04:30:00+08:00,60.0,30.0,7,4,2
2021-07-07 04:45:00+08:00,60.0,30.0,7,4,2
2021-07-07 05:00:00+08:00,60.0,30.0,7,5,2
2021-07-07 05:15:00+08:00,60.0,30.0,7,5,2
2021-07-07 05:30:00+08:00,60.5,30.0,7,5,2
2021-07-07 05:45:00+08:00,61.0,30.0,7,5,2
2021-07-07 06:00:00+08:00,61.0,30.0,7,6,2
2021-07-07 06:15:00+08:00,61.0,30.0,7,6,2
2021-07-07 06:30:00+08:00,62.0,29.44,7,6,2
2021-07-07 06:45:00+08:00,63.0,29.44,7,6,2
2021-07-07 07:00:00+08:00,63.5,29.165,7,7,2
2021-07-07 07:15:00+08:00,64.0,29.44,7,7,2
2021-07-07 07:30:00+08:00,63.0,29.44,7,7,2
2021-07-07 07:45:00+08:00,63.0,30.0,7,7,2
2021-07-07 08:00:00+08:00,63.0,30.0,7,8,2
2021-07-07 08:15:00+08:00,63.0,30.0,7,8,2
2021-07-07 08:30:00+08:00,63.5,30.0,7,8,2
2021-07-07 08:45:00+08:00,62.0,30.0,7,8,2
2021-07-07 09:00:00+08:00,62.0,30.56,7,9,2
2021-07-07 09:15:00+08:00,62.0,30.56,7,9,2
2021-07-07 09:30:00+08:00,61.5,30.56,7,9,2
2021-07-07 09:45:00+08:00,61.0,30.56,7,9,2
2021-07-07 10:00:00+08:00,59.5,30.56,7,10,2
2021-07-07 10:15:00+08:00,58.0,31.11,7,10,2
2021-07-07 10:30:00+08:00,59.0,30.835,7,10,2
2021-07-07 10:45:00+08:00,59.0,31.11,7,10,2
2021-07-07 11:00:00+08:00,58.0,31.11,7,11,2
2021-07-07 11:15:00+08:00,58.0,31.11,7,11,2
2021-07-07 11:30:00+08:00,57.0,31.11,7,11,2
2021-07-07 11:45:00+08:00,56.0,31.67,7,11,2
2021-07-07 12:00:00+08:00,56.0,31.67,7,12,2
2021-07-07 12:15:00+08:00,57.0,31.67,7,12,2
2021-07-07 12:30:00+08:00,56.5,31.67,7,12,2
2021-07-07 12:45:00+08:00,55.0,31.67,7,12,2
2021-07-07 13:00:00+08:00,52.5,31.67,7,13,2
2021-07-07 13:15:00+08:00,51.0,31.67,7,13,2
2021-07-07 13:30:00+08:00,51.5,31.67,7,13,2
2021-07-07 13:45:00+08:00,52.0,31.67,7,13,2
2021-07-07 14:00:00+08:00,51.5,31.945,7,14,2
2021-07-07 14:15:00+08:00,50.0,31.67,7,14,2
2021-07-07 14:30:00+08:00,53.5,31.67,7,14,2
2021-07-07 14:45:00+08:00,56.0,31.67,7,14,2
2021-07-07 15:00:00+08:00,56.0,31.67,7,15,2
2021-07-07 15:15:00+08:00,56.0,31.67,7,15,2
2021-07-07 15:30:00+08:00,56.0,31.67,7,15,2
2021-07-07 15:45:00+08:00,55.0,31.67,7,15,2
2021-07-07 16:00:00+08:00,55.5,31.67,7,16,2
2021-07-07 16:15:00+08:00,56.0,31.67,7,16,2
2021-07-07 16:30:00+08:00,54.5,31.67,7,16,2
2021-07-07 16:45:00+08:00,55.0,31.67,7,16,2
2021-07-07 17:00:00+08:00,55.5,31.67,7,17,2
2021-07-07 17:15:00+08:00,55.0,31.67,7,17,2
2021-07-07 17:30:00+08:00,55.5,31.67,7,17,2
2021-07-07 17:45:00+08:00,56.0,31.67,7,17,2
2021-07-07 18:00:00+08:00,56.0,31.67,7,18,2
2021-07-07 18:15:00+08:00,56.0,31.67,7,18,2
2021-07-07 18:30:00+08:00,56.5,31.39,7,18,2
2021-07-07 18:45:00+08:00,57.0,31.67,7,18,2
2021-07-07 19:00:00+08:00,57.0,31.39,7,19,2
2021-07-07 19:15:00+08:00,58.0,31.11,7,19,2
2021-07-07 19:30:00+08:00,58.5,31.11,7,19,2
2021-07-07 19:45:00+08:00,59.0,31.11,7,19,2
2021-07-07 20:00:00+08:00,59.0,31.11,7,20,2
2021-07-07 20:15:00+08:00,59.0,31.11,7,20,2
2021-07-07 20:30:00+08:00,59.0,31.11,7,20,2
2021-07-07 20:45:00+08:00,59.0,31.11,7,20,2
2021-07-07 21:00:00+08:00,59.0,31.11,7,21,2
2021-07-07 21:15:00+08:00,59.0,31.11,7,21,2
2021-07-07 21:30:00+08:00,59.0,31.11,7,21,2
2021-07-07 21:45:00+08:00,59.0,30.56,7,21,2
2021-07-07 22:00:00+08:00,60.0,30.56,7,22,2
2021-07-07 22:15:00+08:00,60.0,30.56,7,22,2
2021-07-07 22:30:00+08:00,60.0,30.56,7,22,2
2021-07-07 22:45:00+08:00,61.0,30.56,7,22,2
2021-07-07 23:00:00+08:00,60.0,30.56,7,23,2
2021-07-07 23:15:00+08:00,60.0,30.56,7,23,2
2021-07-07 23:30:00+08:00,59.0,30.56,7,23,2
2021-07-07 23:45:00+08:00,58.0,30.56,7,23,2
2021-07-08 00:00:00+08:00,59.0,30.56,7,0,3
2021-07-08 00:15:00+08:00,60.0,30.56,7,0,3
2021-07-08 00:30:00+08:00,60.0,30.56,7,0,3
2021-07-08 00:45:00+08:00,59.0,30.56,7,0,3
2021-07-08 01:00:00+08:00,59.0,30.56,7,1,3
2021-07-08 01:15:00+08:00,59.0,30.56,7,1,3
2021-07-08 01:30:00+08:00,59.0,30.56,7,1,3
2021-07-08 01:45:00+08:00,59.0,30.56,7,1,3
2021-07-08 02:00:00+08:00,59.0,30.56,7,2,3
2021-07-08 02:15:00+08:00,58.0,30.56,7,2,3
2021-07-08 02:30:00+08:00,58.0,30.56,7,2,3
2021-07-08 02:45:00+08:00,59.0,30.0,7,2,3
2021-07-08 03:00:00+08:00,59.0,30.0,7,3,3
2021-07-08 03:15:00+08:00,59.0,30.0,7,3,3
2021-07-08 03:30:00+08:00,60.0,30.0,7,3,3
2021-07-08 03:45:00+08:00,60.0,30.56,7,3,3
2021-07-08 04:00:00+08:00,60.0,30.0,7,4,3
2021-07-08 04:15:00+08:00,60.0,30.56,7,4,3
2021-07-08 04:30:00+08:00,60.0,30.56,7,4,3
2021-07-08 04:45:00+08:00,60.0,30.0,7,4,3
2021-07-08 05:00:00+08:00,60.0,30.0,7,5,3
2021-07-08 05:15:00+08:00,60.0,30.56,7,5,3
2021-07-08 05:30:00+08:00,60.0,30.0,7,5,3
2021-07-08 05:45:00+08:00,60.0,30.0,7,5,3
2021-07-08 06:00:00+08:00,59.0,30.56,7,6,3
2021-07-08 06:15:00+08:00,60.0,30.0,7,6,3
2021-07-08 06:30:00+08:00,60.0,30.0,7,6,3
2021-07-08 06:45:00+08:00,59.0,30.0,7,6,3
2021-07-08 07:00:00+08:00,59.0,30.28,7,7,3
2021-07-08 07:15:00+08:00,59.0,30.56,7,7,3
2021-07-08 07:30:00+08:00,59.5,30.56,7,7,3
2021-07-08 07:45:00+08:00,60.0,30.56,7,7,3
2021-07-08 08:00:00+08:00,59.5,30.56,7,8,3
2021-07-08 08:15:00+08:00,59.0,30.56,7,8,3
2021-07-08 08:30:00+08:00,58.0,30.835,7,8,3
2021-07-08 08:45:00+08:00,57.0,31.11,7,8,3
2021-07-08 09:00:00+08:00,57.0,31.11,7,9,3
2021-07-08 09:15:00+08:00,57.0,31.11,7,9,3
2021-07-08 09:30:00+08:00,56.5,31.11,7,9,3
2021-07-08 09:45:00+08:00,56.0,31.11,7,9,3
2021-07-08 10:00:00+08:00,54.5,31.67,7,10,3
2021-07-08 10:15:00+08:00,52.0,31.11,7,10,3
2021-07-08 10:30:00+08:00,52.0,31.67,7,10,3
2021-07-08 10:45:00+08:00,52.0,32.22,7,10,3
2021-07-08 11:00:00+08:00,50.5,32.22,7,11,3
2021-07-08 11:15:00+08:00,50.0,32.78,7,11,3
2021-07-08 11:30:00+08:00,48.5,32.5,7,11,3
2021-07-08 11:45:00+08:00,48.0,32.78,7,11,3
2021-07-08 12:00:00+08:00,48.5,32.22,7,12,3
2021-07-08 12:15:00+08:00,50.0,32.22,7,12,3
2021-07-08 12:30:00+08:00,51.5,32.22,7,12,3
2021-07-08 12:45:00+08:00,48.0,32.22,7,12,3
2021-07-08 13:00:00+08:00,48.5,32.22,7,13,3
2021-07-08 13:15:00+08:00,50.0,32.22,7,13,3
2021-07-08 13:30:00+08:00,48.5,32.22,7,13,3
2021-07-08 13:45:00+08:00,48.0,32.22,7,13,3
2021-07-08 14:00:00+08:00,49.5,32.22,7,14,3
2021-07-08 14:15:00+08:00,52.0,32.22,7,14,3
2021-07-08 14:30:00+08:00,52.0,32.22,7,14,3
2021-07-08 14:45:00+08:00,52.0,32.22,7,14,3
2021-07-08 15:00:00+08:00,52.5,32.22,7,15,3
2021-07-08 15:15:00+08:00,52.0,32.22,7,15,3
2021-07-08 15:30:00+08:00,52.0,31.945,7,15,3
2021-07-08 15:45:00+08:00,50.0,32.22,7,15,3
2021-07-08 16:00:00+08:00,50.5,32.22,7,16,3
2021-07-08 16:15:00+08:00,51.0,32.22,7,16,3
2021-07-08 16:30:00+08:00,51.0,32.22,7,16,3
2021-07-08 16:45:00+08:00,51.0,32.22,7,16,3
2021-07-08 17:00:00+08:00,51.5,32.22,7,17,3
2021-07-08 17:15:00+08:00,52.0,32.22,7,17,3
2021-07-08 17:30:00+08:00,51.0,32.22,7,17,3
2021-07-08 17:45:00+08:00,49.0,32.22,7,17,3
2021-07-08 18:00:00+08:00,49.0,32.22,7,18,3
2021-07-08 18:15:00+08:00,50.0,32.22,7,18,3
2021-07-08 18:30:00+08:00,51.0,32.22,7,18,3
2021-07-08 18:45:00+08:00,51.0,32.22,7,18,3
2021-07-08 19:00:00+08:00,51.0,32.22,7,19,3
2021-07-08 19:15:00+08:00,52.0,32.22,7,19,3
2021-07-08 19:30:00+08:00,53.0,32.22,7,19,3
2021-07-08 19:45:00+08:00,54.0,31.67,7,19,3
2021-07-08 20:00:00+08:00,54.5,31.945,7,20,3
2021-07-08 20:15:00+08:00,54.0,32.22,7,20,3
2021-07-08 20:30:00+08:00,55.0,31.67,7,20,3
2021-07-08 20:45:00+08:00,55.0,31.67,7,20,3
2021-07-08 21:00:00+08:00,55.0,31.67,7,21,3
2021-07-08 21:15:00+08:00,55.0,31.67,7,21,3
2021-07-08 21:30:00+08:00,55.5,31.67,7,21,3
2021-07-08 21:45:00+08:00,56.0,31.67,7,21,3
2021-07-08 22:00:00+08:00,55.0,31.67,7,22,3
2021-07-08 22:15:00+08:00,55.0,31.67,7,22,3
2021-07-08 22:30:00+08:00,55.0,31.67,7,22,3
2021-07-08 22:45:00+08:00,55.0,31.67,7,22,3
2021-07-08 23:00:00+08:00,55.0,31.67,7,23,3
2021-07-08 23:15:00+08:00,55.0,31.67,7,23,3
2021-07-08 23:30:00+08:00,55.5,31.67,7,23,3
2021-07-08 23:45:00+08:00,56.0,31.67,7,23,3
2021-07-09 00:00:00+08:00,56.0,31.67,7,0,4
2021-07-09 00:15:00+08:00,56.0,31.67,7,0,4
2021-07-09 00:30:00+08:00,56.0,31.67,7,0,4
2021-07-09 00:45:00+08:00,56.0,31.67,7,0,4
2021-07-09 01:00:00+08:00,56.0,31.67,7,1,4
2021-07-09 01:15:00+08:00,56.0,31.67,7,1,4
2021-07-09 01:30:00+08:00,56.0,31.67,7,1,4
2021-07-09 01:45:00+08:00,57.0,31.11,7,1,4
2021-07-09 02:00:00+08:00,57.0,31.11,7,2,4
2021-07-09 02:15:00+08:00,57.0,31.11,7,2,4
2021-07-09 02:30:00+08:00,57.0,31.11,7,2,4
2021-07-09 02:45:00+08:00,58.0,31.11,7,2,4
2021-07-09 03:00:00+08:00,57.5,31.11,7,3,4
2021-07-09 03:15:00+08:00,57.0,31.11,7,3,4
2021-07-09 03:30:00+08:00,58.0,31.11,7,3,4
2021-07-09 03:45:00+08:00,58.0,31.11,7,3,4
2021-07-09 04:00:00+08:00,58.0,31.11,7,4,4
2021-07-09 04:15:00+08:00,59.0,31.11,7,4,4
2021-07-09 04:30:00+08:00,59.0,30.835,7,4,4
2021-07-09 04:45:00+08:00,59.0,30.56,7,4,4
2021-07-09 05:00:00+08:00,59.5,30.56,7,5,4
2021-07-09 05:15:00+08:00,59.0,30.56,7,5,4
2021-07-09 05:30:00+08:00,58.5,30.835,7,5,4
2021-07-09 05:45:00+08:00,58.0,30.56,7,5,4
2021-07-09 06:00:00+08:00,58.5,30.56,7,6,4
2021-07-09 06:15:00+08:00,59.0,30.56,7,6,4
2021-07-09 06:30:00+08:00,60.0,30.56,7,6,4
2021-07-09 06:45:00+08:00,60.0,30.56,7,6,4
2021-07-09 07:00:00+08:00,60.0,30.28,7,7,4
2021-07-09 07:15:00+08:00,60.0,30.56,7,7,4
2021-07-09 07:30:00+08:00,60.0,30.56,7,7,4
2021-07-09 07:45:00+08:00,59.0,30.56,7,7,4
2021-07-09 08:00:00+08:00,59.0,30.56,7,8,4
2021-07-09 08:15:00+08:00,59.0,31.11,7,8,4
2021-07-09 08:30:00+08:00,58.5,31.11,7,8,4
2021-07-09 08:45:00+08:00,58.0,31.11,7,8,4
2021-07-09 09:00:00+08:00,58.0,31.39,7,9,4
2021-07-09 09:15:00+08:00,58.0,31.11,7,9,4
2021-07-09 09:30:00+08:00,57.0,31.67,7,9,4
2021-07-09 09:45:00+08:00,56.0,31.67,7,9,4
2021-07-09 10:00:00+08:00,56.5,31.67,7,10,4
2021-07-09 10:15:00+08:00,56.0,32.22,7,10,4
2021-07-09 10:30:00+08:00,56.0,31.67,7,10,4
2021-07-09 10:45:00+08:00,55.0,32.22,7,10,4
2021-07-09 11:00:00+08:00,55.0,32.22,7,11,4
2021-07-09 11:15:00+08:00,54.0,32.22,7,11,4
2021-07-09 11:30:00+08:00,54.0,32.5,7,11,4
2021-07-09 11:45:00+08:00,52.0,32.22,7,11,4
2021-07-09 12:00:00+08:00,52.0,32.78,7,12,4
2021-07-09 12:15:00+08:00,51.0,32.78,7,12,4
2021-07-09 12:30:00+08:00,50.0,32.78,7,12,4
2021-07-09 12:45:00+08:00,51.0,32.78,7,12,4
2021-07-09 13:00:00+08:00,52.5,32.78,7,13,4
2021-07-09 13:15:00+08:00,53.0,32.78,7,13,4
2021-07-09 13:30:00+08:00,52.0,32.78,7,13,4
2021-07-09 13:45:00+08:00,51.0,32.78,7,13,4
2021-07-09 14:00:00+08:00,49.5,32.78,7,14,4
2021-07-09 14:15:00+08:00,50.0,32.78,7,14,4
2021-07-09 14:30:00+08:00,50.0,32.78,7,14,4
2021-07-09 14:45:00+08:00,50.0,33.33,7,14,4
2021-07-09 15:00:00+08:00,51.0,32.78,7,15,4
2021-07-09 15:15:00+08:00,53.0,32.78,7,15,4
2021-07-09 15:30:00+08:00,53.0,32.5,7,15,4
2021-07-09 15:45:00+08:00,53.0,31.67,7,15,4
2021-07-09 16:00:00+08:00,54.5,32.22,7,16,4
2021-07-09 16:15:00+08:00,55.0,31.67,7,16,4
