time,rh_out,t_out,month,hour,day_type
2021-08-30 01:15:00+08:00,66.0,28.33,8,1,0
2021-08-30 01:30:00+08:00,66.0,28.33,8,1,0
2021-08-30 01:45:00+08:00,66.0,28.33,8,1,0
2021-08-30 02:00:00+08:00,66.5,28.33,8,2,0
2021-08-30 02:15:00+08:00,67.0,28.33,8,2,0
2021-08-30 02:30:00+08:00,66.5,28.33,8,2,0
2021-08-30 02:45:00+08:00,66.0,28.33,8,2,0
2021-08-30 03:00:00+08:00,66.5,28.33,8,3,0
2021-08-30 03:15:00+08:00,66.0,28.33,8,3,0
2021-08-30 03:30:00+08:00,67.0,28.33,8,3,0
2021-08-30 03:45:00+08:00,67.0,28.33,8,3,0
2021-08-30 04:00:00+08:00,67.5,28.33,8,4,0
2021-08-30 04:15:00+08:00,67.0,28.33,8,4,0
2021-08-30 04:30:00+08:00,67.5,28.33,8,4,0
2021-08-30 04:45:00+08:00,67.0,28.33,8,4,0
2021-08-30 05:00:00+08:00,64.0,28.33,8,5,0
2021-08-30 05:15:00+08:00,65.0,27.78,8,5,0
2021-08-30 05:30:00+08:00,66.0,27.78,8,5,0
2021-08-30 05:45:00+08:00,66.0,27.78,8,5,0
2021-08-30 06:00:00+08:00,64.0,27.22,8,6,0
2021-08-30 06:15:00+08:00,64.0,25.56,8,6,0
2021-08-30 06:30:00+08:00,65.0,25.835,8,6,0
2021-08-30 06:45:00+08:00,69.0,25.56,8,6,0
2021-08-30 07:00:00+08:00,71.0,25.835,8,7,0
2021-08-30 07:15:00+08:00,70.0,26.11,8,7,0
2021-08-30 07:30:00+08:00,70.5,26.39,8,7,0
2021-08-30 07:45:00+08:00,71.0,26.67,8,7,0
2021-08-30 08:00:00+08:00,70.0,26.945,8,8,0
2021-08-30 08:15:00+08:00,70.0,27.22,8,8,0
2021-08-30 08:30:00+08:00,69.5,26.945,8,8,0
2021-08-30 08:45:00+08:00,69.0,27.22,8,8,0
2021-08-30 09:00:00+08:00,68.0,27.22,8,9,0
2021-08-30 09:15:00+08:00,68.0,27.22,8,9,0
2021-08-30 09:30:00+08:00,67.0,27.5,8,9,0
2021-08-30 09:45:00+08:00,67.0,27.78,8,9,0
2021-08-30 10:00:00+08:00,67.5,27.78,8,10,0
2021-08-30 10:15:00+08:00,68.0,27.78,8,10,0
2021-08-30 10:30:00+08:00,69.0,27.5,8,10,0
2021-08-30 10:45:00+08:00,68.0,27.78,8,10,0
2021-08-30 11:00:00+08:00,68.5,27.78,8,11,0
2021-08-30 11:15:00+08:00,68.0,27.78,8,11,0
2021-08-30 11:30:00+08:00,67.5,27.78,8,11,0
2021-08-30 11:45:00+08:00,68.0,28.33,8,11,0
2021-08-30 12:00:00+08:00,67.5,28.33,8,12,0
2021-08-30 12:15:00+08:00,67.0,28.33,8,12,0
2021-08-30 12:30:00+08:00,66.5,28.33,8,12,0
2021-08-30 12:45:00+08:00,66.0,28.33,8,12,0
2021-08-30 13:00:00+08:00,66.5,28.61,8,13,0
2021-08-30 13:15:00+08:00,65.0,28.89,8,13,0
2021-08-30 13:30:00+08:00,65.0,28.89,8,13,0
2021-08-30 13:45:00+08:00,64.0,28.89,8,13,0
2021-08-30 14:00:00+08:00,64.0,28.89,8,14,0
2021-08-30 14:15:00+08:00,65.0,28.89,8,14,0
2021-08-30 14:30:00+08:00,64.0,28.89,8,14,0
2021-08-30 14:45:00+08:00,64.0,28.89,8,14,0
2021-08-30 15:00:00+08:00,64.0,28.89,8,15,0
2021-08-30 15:15:00+08:00,63.0,28.89,8,15,0
2021-08-30 15:30:00+08:00,64.0,28.89,8,15,0
2021-08-30 15:45:00+08:00,63.0,29.44,8,15,0
2021-08-30 16:00:00+08:00,63.0,29.165,8,16,0
2021-08-30 16:15:00+08:00,63.0,29.44,8,16,0
2021-08-30 16:30:00+08:00,62.0,29.44,8,16,0
2021-08-30 16:45:00+08:00,61.0,29.44,8,16,0
2021-08-30 17:00:00+08:00,60.0,29.44,8,17,0
2021-08-30 17:15:00+08:00,61.0,29.44,8,17,0
2021-08-30 17:30:00+08:00,61.0,29.44,8,17,0
2021-08-30 17:45:00+08:00,62.0,28.89,8,17,0
2021-08-30 18:00:00+08:00,61.5,29.44,8,18,0
2021-08-30 18:15:00+08:00,60.0,29.44,8,18,0
2021-08-30 18:30:00+08:00,60.0,29.165,8,18,0
2021-08-30 18:45:00+08:00,62.0,29.44,8,18,0
2021-08-30 19:00:00+08:00,62.0,29.165,8,19,0
2021-08-30 19:15:00+08:00,62.0,28.89,8,19,0
2021-08-30 19:30:00+08:00,62.0,29.165,8,19,0
2021-08-30 19:45:00+08:00,62.0,28.89,8,19,0
2021-08-30 20:00:00+08:00,61.5,28.89,8,20,0
2021-08-30 20:15:00+08:00,62.0,28.89,8,20,0
2021-08-30 20:30:00+08:00,62.0,28.89,8,20,0
2021-08-30 20:45:00+08:00,61.0,28.89,8,20,0
2021-08-30 21:00:00+08:00,61.0,28.89,8,21,0
2021-08-30 21:15:00+08:00,61.0,28.89,8,21,0
2021-08-30 21:30:00+08:00,61.0,28.89,8,21,0
2021-08-30 21:45:00+08:00,60.0,28.89,8,21,0
2021-08-30 22:00:00+08:00,60.0,29.44,8,22,0
2021-08-30 22:15:00+08:00,60.0,28.89,8,22,0
2021-08-30 22:30:00+08:00,60.0,28.89,8,22,0
2021-08-30 22:45:00+08:00,60.0,29.44,8,22,0
2021-08-30 23:00:00+08:00,60.0,29.44,8,23,0
2021-08-30 23:15:00+08:00,60.0,28.89,8,23,0
2021-08-30 23:30:00+08:00,60.0,28.89,8,23,0
2021-08-30 23:45:00+08:00,60.0,28.89,8,23,0
2021-08-31 00:00:00+08:00,60.0,28.89,8,0,1
2021-08-31 00:15:00+08:00,60.0,28.89,8,0,1
2021-08-31 00:30:00+08:00,61.5,28.89,8,0,1
2021-08-31 00:45:00+08:00,63.0,28.33,8,0,1
2021-08-31 01:00:00+08:00,62.0,28.61,8,1,1
2021-08-31 01:15:00+08:00,63.0,28.33,8,1,1
2021-08-31 01:30:00+08:00,63.0,28.61,8,1,1
2021-08-31 01:45:00+08:00,62.0,28.89,8,1,1
2021-08-31 02:00:00+08:00,62.0,28.89,8,2,1
2021-08-31 02:15:00+08:00,63.0,28.89,8,2,1
2021-08-31 02:30:00+08:00,63.5,28.33,8,2,1
2021-08-31 02:45:00+08:00,64.0,28.33,8,2,1
2021-08-31 03:00:00+08:00,64.0,28.33,8,3,1
2021-08-31 03:15:00+08:00,64.0,28.33,8,3,1
2021-08-31 03:30:00+08:00,64.0,28.33,8,3,1
2021-08-31 03:45:00+08:00,64.0,28.33,8,3,1
2021-08-31 04:00:00+08:00,64.0,28.33,8,4,1
2021-08-31 04:15:00+08:00,64.0,28.33,8,4,1
2021-08-31 04:30:00+08:00,64.0,28.33,8,4,1
2021-08-31 04:45:00+08:00,64.0,28.33,8,4,1
2021-08-31 05:00:00+08:00,64.0,28.89,8,5,1
2021-08-31 05:15:00+08:00,64.0,28.89,8,5,1
2021-08-31 05:30:00+08:00,64.5,28.89,8,5,1
2021-08-31 05:45:00+08:00,64.0,28.89,8,5,1
2021-08-31 06:00:00+08:00,63.5,28.89,8,6,1
2021-08-31 06:15:00+08:00,63.0,28.89,8,6,1
2021-08-31 06:30:00+08:00,63.0,28.89,8,6,1
2021-08-31 06:45:00+08:00,63.0,29.44,8,6,1
2021-08-31 07:00:00+08:00,62.0,29.165,8,7,1
2021-08-31 07:15:00+08:00,62.0,28.89,8,7,1
2021-08-31 07:30:00+08:00,63.5,29.165,8,7,1
2021-08-31 07:45:00+08:00,64.0,28.89,8,7,1
2021-08-31 08:00:00+08:00,65.5,28.89,8,8,1
2021-08-31 08:15:00+08:00,66.0,28.33,8,8,1
2021-08-31 08:30:00+08:00,67.5,27.22,8,8,1
2021-08-31 08:45:00+08:00,68.0,26.67,8,8,1
2021-08-31 09:00:00+08:00,68.5,27.22,8,9,1
2021-08-31 09:15:00+08:00,67.0,27.22,8,9,1
2021-08-31 09:30:00+08:00,66.5,27.22,8,9,1
2021-08-31 09:45:00+08:00,66.0,27.22,8,9,1
2021-08-31 10:00:00+08:00,66.5,27.22,8,10,1
2021-08-31 10:15:00+08:00,67.0,27.22,8,10,1
2021-08-31 10:30:00+08:00,67.0,27.22,8,10,1
2021-08-31 10:45:00+08:00,68.0,27.78,8,10,1
2021-08-31 11:00:00+08:00,67.5,28.055,8,11,1
2021-08-31 11:15:00+08:00,67.0,28.33,8,11,1
2021-08-31 11:30:00+08:00,66.5,28.61,8,11,1
2021-08-31 11:45:00+08:00,65.0,28.89,8,11,1
2021-08-31 12:00:00+08:00,62.5,29.44,8,12,1
2021-08-31 12:15:00+08:00,59.0,29.44,8,12,1
2021-08-31 12:30:00+08:00,58.5,29.44,8,12,1
2021-08-31 12:45:00+08:00,60.0,29.44,8,12,1
2021-08-31 13:00:00+08:00,59.5,29.44,8,13,1
2021-08-31 13:15:00+08:00,58.0,30.0,8,13,1
2021-08-31 13:30:00+08:00,58.0,30.0,8,13,1
2021-08-31 13:45:00+08:00,59.0,30.0,8,13,1
2021-08-31 14:00:00+08:00,56.5,30.28,8,14,1
2021-08-31 14:15:00+08:00,55.0,30.56,8,14,1
2021-08-31 14:30:00+08:00,53.0,30.56,8,14,1
2021-08-31 14:45:00+08:00,54.0,30.56,8,14,1
2021-08-31 15:00:00+08:00,51.5,30.56,8,15,1
2021-08-31 15:15:00+08:00,53.0,30.56,8,15,1
2021-08-31 15:30:00+08:00,52.5,30.835,8,15,1
2021-08-31 15:45:00+08:00,53.0,31.11,8,15,1
2021-08-31 16:00:00+08:00,54.0,31.11,8,16,1
2021-08-31 16:15:00+08:00,55.0,30.56,8,16,1
2021-08-31 16:30:00+08:00,53.0,31.11,8,16,1
2021-08-31 16:45:00+08:00,53.0,31.11,8,16,1
2021-08-31 17:00:00+08:00,52.0,31.11,8,17,1
2021-08-31 17:15:00+08:00,53.0,31.11,8,17,1
2021-08-31 17:30:00+08:00,52.5,31.67,8,17,1
2021-08-31 17:45:00+08:00,52.0,31.67,8,17,1
2021-08-31 18:00:00+08:00,52.0,31.67,8,18,1
2021-08-31 18:15:00+08:00,51.0,31.67,8,18,1
2021-08-31 18:30:00+08:00,52.0,31.67,8,18,1
2021-08-31 18:45:00+08:00,52.0,31.67,8,18,1
2021-08-31 19:00:00+08:00,53.0,31.11,8,19,1
2021-08-31 19:15:00+08:00,54.0,31.11,8,19,1
2021-08-31 19:30:00+08:00,54.0,31.11,8,19,1
2021-08-31 19:45:00+08:00,54.0,31.11,8,19,1
2021-08-31 20:00:00+08:00,55.0,31.11,8,20,1
2021-08-31 20:15:00+08:00,56.0,30.56,8,20,1
2021-08-31 20:30:00+08:00,56.5,30.56,8,20,1
2021-08-31 20:45:00+08:00,57.0,30.56,8,20,1
2021-08-31 21:00:00+08:00,57.0,30.56,8,21,1
2021-08-31 21:15:00+08:00,58.0,30.56,8,21,1
2021-08-31 21:30:00+08:00,58.0,30.56,8,21,1
2021-08-31 21:45:00+08:00,58.0,30.56,8,21,1
2021-08-31 22:00:00+08:00,58.0,30.56,8,22,1
2021-08-31 22:15:00+08:00,57.0,30.56,8,22,1
2021-08-31 22:30:00+08:00,57.0,30.56,8,22,1
2021-08-31 22:45:00+08:00,57.0,30.56,8,22,1
2021-08-31 23:00:00+08:00,57.5,30.56,8,23,1
2021-08-31 23:15:00+08:00,58.0,30.0,8,23,1
2021-08-31 23:30:00+08:00,58.0,30.0,8,23,1
2021-08-31 23:45:00+08:00,58.0,30.56,8,23,1
2021-09-01 00:00:00+08:00,60.5,29.445,9,0,2
2021-09-01 00:15:00+08:00,64.0,28.89,9,0,2
2021-09-01 00:30:00+08:00,63.5,28.33,9,0,2
2021-09-01 00:45:00+08:00,63.0,28.33,9,0,2
2021-09-01 01:00:00+08:00,62.0,28.33,9,1,2
2021-09-01 01:15:00+08:00,62.0,27.78,9,1,2
2021-09-01 01:30:00+08:00,63.0,28.055,9,1,2
2021-09-01 01:45:00+08:00,62.0,28.33,9,1,2
2021-09-01 02:00:00+08:00,62.5,28.33,9,2,2
2021-09-01 02:15:00+08:00,64.0,28.33,9,2,2
2021-09-01 02:30:00+08:00,63.0,28.33,9,2,2
2021-09-01 02:45:00+08:00,64.0,28.33,9,2,2
2021-09-01 03:00:00+08:00,64.0,28.055,9,3,2
2021-09-01 03:15:00+08:00,64.0,28.33,9,3,2
2021-09-01 03:30:00+08:00,64.0,28.33,9,3,2
2021-09-01 03:45:00+08:00,64.0,28.33,9,3,2
2021-09-01 04:00:00+08:00,63.5,28.055,9,4,2
2021-09-01 04:15:00+08:00,64.0,28.33,9,4,2
2021-09-01 04:30:00+08:00,64.0,28.33,9,4,2
2021-09-01 04:45:00+08:00,63.0,28.33,9,4,2
2021-09-01 05:00:00+08:00,63.0,28.33,9,5,2
2021-09-01 05:15:00+08:00,63.0,28.33,9,5,2
2021-09-01 05:30:00+08:00,62.5,28.33,9,5,2
2021-09-01 05:45:00+08:00,63.0,28.33,9,5,2
2021-09-01 06:00:00+08:00,63.5,28.33,9,6,2
2021-09-01 06:15:00+08:00,63.0,28.33,9,6,2
2021-09-01 06:30:00+08:00,63.0,28.33,9,6,2
2021-09-01 06:45:00+08:00,62.0,28.33,9,6,2
2021-09-01 07:00:00+08:00,62.0,28.33,9,7,2
2021-09-01 07:15:00+08:00,62.0,28.33,9,7,2
2021-09-01 07:30:00+08:00,61.0,28.33,9,7,2
2021-09-01 07:45:00+08:00,62.0,28.33,9,7,2
2021-09-01 08:00:00+08:00,62.0,28.33,9,8,2
2021-09-01 08:15:00+08:00,62.0,28.89,9,8,2
2021-09-01 08:30:00+08:00,62.5,28.61,9,8,2
2021-09-01 08:45:00+08:00,62.0,28.89,9,8,2
2021-09-01 09:00:00+08:00,62.5,28.89,9,9,2
2021-09-01 09:15:00+08:00,63.0,28.89,9,9,2
2021-09-01 09:30:00+08:00,62.0,28.89,9,9,2
2021-09-01 09:45:00+08:00,61.0,28.89,9,9,2
2021-09-01 10:00:00+08:00,61.0,29.165,9,10,2
2021-09-01 10:15:00+08:00,60.0,29.44,9,10,2
2021-09-01 10:30:00+08:00,60.0,29.44,9,10,2
2021-09-01 10:45:00+08:00,60.0,29.44,9,10,2
2021-09-01 11:00:00+08:00,59.5,29.72,9,11,2
2021-09-01 11:15:00+08:00,58.0,30.0,9,11,2
2021-09-01 11:30:00+08:00,58.5,30.0,9,11,2
2021-09-01 11:45:00+08:00,58.0,30.0,9,11,2
2021-09-01 12:00:00+08:00,57.0,30.28,9,12,2
2021-09-01 12:15:00+08:00,57.0,30.0,9,12,2
2021-09-01 12:30:00+08:00,57.0,30.0,9,12,2
2021-09-01 12:45:00+08:00,56.0,30.0,9,12,2
2021-09-01 13:00:00+08:00,57.0,30.56,9,13,2
2021-09-01 13:15:00+08:00,56.0,31.11,9,13,2
2021-09-01 13:30:00+08:00,55.0,30.835,9,13,2
2021-09-01 13:45:00+08:00,54.0,31.11,9,13,2
2021-09-01 14:00:00+08:00,54.0,30.835,9,14,2
2021-09-01 14:15:00+08:00,54.0,31.11,9,14,2
2021-09-01 14:30:00+08:00,53.5,31.11,9,14,2
2021-09-01 14:45:00+08:00,53.0,31.11,9,14,2
2021-09-01 15:00:00+08:00,52.5,31.39,9,15,2
2021-09-01 15:15:00+08:00,53.0,31.67,9,15,2
2021-09-01 15:30:00+08:00,53.0,31.67,9,15,2
2021-09-01 15:45:00+08:00,53.0,31.67,9,15,2
2021-09-01 16:00:00+08:00,52.5,31.67,9,16,2
2021-09-01 16:15:00+08:00,53.0,31.67,9,16,2
2021-09-01 16:30:00+08:00,52.5,31.67,9,16,2
2021-09-01 16:45:00+08:00,53.0,31.67,9,16,2
2021-09-01 17:00:00+08:00,53.0,31.67,9,17,2
2021-09-01 17:15:00+08:00,53.0,31.67,9,17,2
2021-09-01 17:30:00+08:00,53.0,31.67,9,17,2
2021-09-01 17:45:00+08:00,53.0,31.67,9,17,2
2021-09-01 18:00:00+08:00,53.0,31.67,9,18,2
2021-09-01 18:15:00+08:00,53.0,31.67,9,18,2
2021-09-01 18:30:00+08:00,53.5,31.67,9,18,2
2021-09-01 18:45:00+08:00,54.0,31.67,9,18,2
2021-09-01 19:00:00+08:00,54.0,31.67,9,19,2
2021-09-01 19:15:00+08:00,58.0,31.11,9,19,2
2021-09-01 19:30:00+08:00,58.5,30.56,9,19,2
2021-09-01 19:45:00+08:00,58.0,30.56,9,19,2
2021-09-01 20:00:00+08:00,60.5,30.0,9,20,2
2021-09-01 20:15:00+08:00,61.0,29.44,9,20,2
2021-09-01 20:30:00+08:00,60.0,30.0,9,20,2
2021-09-01 20:45:00+08:00,61.0,29.44,9,20,2
2021-09-01 21:00:00+08:00,62.5,28.89,9,21,2
2021-09-01 21:15:00+08:00,63.0,28.89,9,21,2
2021-09-01 21:30:00+08:00,64.0,28.61,9,21,2
2021-09-01 21:45:00+08:00,65.0,28.33,9,21,2
2021-09-01 22:00:00+08:00,65.0,28.33,9,22,2
2021-09-01 22:15:00+08:00,64.0,28.33,9,22,2
2021-09-01 22:30:00+08:00,64.5,28.33,9,22,2
2021-09-01 22:45:00+08:00,63.0,28.89,9,22,2
2021-09-01 23:00:00+08:00,64.0,28.89,9,23,2
2021-09-01 23:15:00+08:00,64.0,28.89,9,23,2
2021-09-01 23:30:00+08:00,63.0,29.44,9,23,2
2021-09-01 23:45:00+08:00,63.0,29.44,9,23,2
2021-09-02 00:00:00+08:00,63.0,29.44,9,0,3
2021-09-02 00:15:00+08:00,63.0,29.44,9,0,3
2021-09-02 00:30:00+08:00,63.0,29.44,9,0,3
2021-09-02 00:45:00+08:00,64.0,29.44,9,0,3
2021-09-02 01:00:00+08:00,64.5,29.165,9,1,3
2021-09-02 01:15:00+08:00,67.0,28.33,9,1,3
2021-09-02 01:30:00+08:00,67.0,27.78,9,1,3
2021-09-02 01:45:00+08:00,66.0,27.78,9,1,3
2021-09-02 02:00:00+08:00,64.5,28.33,9,2,3
2021-09-02 02:15:00+08:00,64.0,27.78,9,2,3
2021-09-02 02:30:00+08:00,64.0,27.78,9,2,3
2021-09-02 02:45:00+08:00,66.0,28.33,9,2,3
2021-09-02 03:00:00+08:00,65.0,28.33,9,3,3
2021-09-02 03:15:00+08:00,65.0,28.33,9,3,3
2021-09-02 03:30:00+08:00,66.0,27.5,9,3,3
2021-09-02 03:45:00+08:00,67.0,27.22,9,3,3
2021-09-02 04:00:00+08:00,67.0,26.67,9,4,3
2021-09-02 04:15:00+08:00,66.0,26.67,9,4,3
2021-09-02 04:30:00+08:00,66.5,26.945,9,4,3
2021-09-02 04:45:00+08:00,67.0,26.67,9,4,3
2021-09-02 05:00:00+08:00,67.5,26.67,9,5,3
2021-09-02 05:15:00+08:00,67.0,27.22,9,5,3
2021-09-02 05:30:00+08:00,67.0,27.22,9,5,3
2021-09-02 05:45:00+08:00,67.0,27.22,9,5,3
2021-09-02 06:00:00+08:00,67.0,27.22,9,6,3
2021-09-02 06:15:00+08:00,67.0,27.22,9,6,3
2021-09-02 06:30:00+08:00,67.0,26.945,9,6,3
2021-09-02 06:45:00+08:00,67.0,26.67,9,6,3
2021-09-02 07:00:00+08:00,67.0,26.945,9,7,3
2021-09-02 07:15:00+08:00,67.0,27.22,9,7,3
2021-09-02 07:30:00+08:00,66.5,27.22,9,7,3
2021-09-02 07:45:00+08:00,66.0,27.22,9,7,3
2021-09-02 08:00:00+08:00,64.0,27.22,9,8,3
2021-09-02 08:15:00+08:00,65.0,27.22,9,8,3
2021-09-02 08:30:00+08:00,65.0,27.22,9,8,3
2021-09-02 08:45:00+08:00,66.0,27.22,9,8,3
2021-09-02 09:00:00+08:00,65.5,27.22,9,9,3
2021-09-02 09:15:00+08:00,66.0,27.22,9,9,3
2021-09-02 09:30:00+08:00,65.0,27.22,9,9,3
2021-09-02 09:45:00+08:00,66.0,27.22,9,9,3
2021-09-02 10:00:00+08:00,65.5,27.5,9,10,3
2021-09-02 10:15:00+08:00,65.0,27.22,9,10,3
2021-09-02 10:30:00+08:00,64.5,27.78,9,10,3
2021-09-02 10:45:00+08:00,64.0,27.78,9,10,3
2021-09-02 11:00:00+08:00,64.0,27.78,9,11,3
2021-09-02 11:15:00+08:00,64.0,27.78,9,11,3
2021-09-02 11:30:00+08:00,64.5,27.78,9,11,3
2021-09-02 11:45:00+08:00,64.0,27.78,9,11,3
2021-09-02 12:00:00+08:00,64.0,27.78,9,12,3
2021-09-02 12:15:00+08:00,63.0,27.78,9,12,3
2021-09-02 12:30:00+08:00,63.0,28.055,9,12,3
2021-09-02 12:45:00+08:00,62.0,28.33,9,12,3
2021-09-02 13:00:00+08:00,60.5,28.33,9,13,3
2021-09-02 13:15:00+08:00,60.0,28.33,9,13,3
2021-09-02 13:30:00+08:00,59.0,28.89,9,13,3
2021-09-02 13:45:00+08:00,59.0,28.33,9,13,3
2021-09-02 14:00:00+08:00,59.0,28.89,9,14,3
2021-09-02 14:15:00+08:00,59.0,28.89,9,14,3
2021-09-02 14:30:00+08:00,58.5,29.165,9,14,3
2021-09-02 14:45:00+08:00,58.0,28.89,9,14,3
2021-09-02 15:00:00+08:00,58.5,29.44,9,15,3
2021-09-02 15:15:00+08:00,60.0,28.89,9,15,3
2021-09-02 15:30:00+08:00,58.0,29.165,9,15,3
2021-09-02 15:45:00+08:00,57.0,28.89,9,15,3
2021-09-02 16:00:00+08:00,58.5,28.89,9,16,3
2021-09-02 16:15:00+08:00,59.0,29.44,9,16,3
2021-09-02 16:30:00+08:00,58.5,29.44,9,16,3
2021-09-02 16:45:00+08:00,58.0,29.44,9,16,3
2021-09-02 17:00:00+08:00,58.5,29.44,9,17,3
2021-09-02 17:15:00+08:00,57.0,29.44,9,17,3
2021-09-02 17:30:00+08:00,56.5,29.44,9,17,3
2021-09-02 17:45:00+08:00,56.0,29.44,9,17,3
2021-09-02 18:00:00+08:00,56.0,29.44,9,18,3
2021-09-02 18:15:00+08:00,56.0,29.44,9,18,3
2021-09-02 18:30:00+08:00,57.0,29.44,9,18,3
2021-09-02 18:45:00+08:00,56.0,29.44,9,18,3
2021-09-02 19:00:00+08:00,57.0,29.44,9,19,3
2021-09-02 19:15:00+08:00,57.0,29.44,9,19,3
2021-09-02 19:30:00+08:00,57.5,29.44,9,19,3
2021-09-02 19:45:00+08:00,59.0,28.89,9,19,3
2021-09-02 20:00:00+08:00,59.0,29.44,9,20,3
2021-09-02 20:15:00+08:00,59.0,29.44,9,20,3
2021-09-02 20:30:00+08:00,59.5,29.44,9,20,3
2021-09-02 20:45:00+08:00,60.0,29.44,9,20,3
2021-09-02 21:00:00+08:00,60.0,28.89,9,21,3
2021-09-02 21:15:00+08:00,60.0,29.44,9,21,3
2021-09-02 21:30:00+08:00,60.0,29.44,9,21,3
2021-09-02 21:45:00+08:00,60.0,29.44,9,21,3
2021-09-02 22:00:00+08:00,60.5,29.165,9,22,3
2021-09-02 22:15:00+08:00,60.0,28.89,9,22,3
2021-09-02 22:30:00+08:00,60.5,28.89,9,22,3
2021-09-02 22:45:00+08:00,61.0,28.89,9,22,3
2021-09-02 23:00:00+08:00,61.0,28.89,9,23,3
2021-09-02 23:15:00+08:00,61.0,28.89,9,23,3
2021-09-02 23:30:00+08:00,61.0,28.89,9,23,3
2021-09-02 23:45:00+08:00,60.0,28.89,9,23,3
2021-09-03 00:00:00+08:00,59.5,29.44,9,0,4
2021-09-03 00:15:00+08:00,59.0,28.89,9,0,4
2021-09-03 00:30:00+08:00,59.0,28.89,9,0,4
2021-09-03 00:45:00+08:00,60.0,29.44,9,0,4
2021-09-03 01:00:00+08:00,60.0,29.165,9,1,4
2021-09-03 01:15:00+08:00,61.0,28.89,9,1,4
2021-09-03 01:30:00+08:00,61.0,28.89,9,1,4
2021-09-03 01:45:00+08:00,61.0,28.89,9,1,4
2021-09-03 02:00:00+08:00,61.0,28.89,9,2,4
2021-09-03 02:15:00+08:00,62.0,28.89,9,2,4
2021-09-03 02:30:00+08:00,61.5,28.89,9,2,4
2021-09-03 02:45:00+08:00,62.0,28.89,9,2,4
2021-09-03 03:00:00+08:00,61.5,28.89,9,3,4
2021-09-03 03:15:00+08:00,61.0,28.89,9,3,4
2021-09-03 03:30:00+08:00,60.5,28.89,9,3,4
2021-09-03 03:45:00+08:00,61.0,28.89,9,3,4
2021-09-03 04:00:00+08:00,61.0,28.89,9,4,4
2021-09-03 04:15:00+08:00,61.0,28.89,9,4,4
2021-09-03 04:30:00+08:00,60.5,28.89,9,4,4
2021-09-03 04:45:00+08:00,60.0,28.89,9,4,4
2021-09-03 05:00:00+08:00,60.0,28.89,9,5,4
2021-09-03 05:15:00+08:00,61.0,28.89,9,5,4
2021-09-03 05:30:00+08:00,62.5,28.33,9,5,4
2021-09-03 05:45:00+08:00,63.0,28.33,9,5,4
2021-09-03 06:00:00+08:00,63.5,28.33,9,6,4
2021-09-03 06:15:00+08:00,64.0,28.33,9,6,4
2021-09-03 06:30:00+08:00,64.5,27.78,9,6,4
2021-09-03 06:45:00+08:00,65.0,27.78,9,6,4
2021-09-03 07:00:00+08:00,64.5,28.33,9,7,4
2021-09-03 07:15:00+08:00,64.0,28.33,9,7,4
2021-09-03 07:30:00+08:00,64.0,28.33,9,7,4
2021-09-03 07:45:00+08:00,64.0,28.33,9,7,4
2021-09-03 08:00:00+08:00,63.5,28.61,9,8,4
2021-09-03 08:15:00+08:00,63.0,28.89,9,8,4
2021-09-03 08:30:00+08:00,61.5,29.165,9,8,4
2021-09-03 08:45:00+08:00,60.0,29.44,9,8,4
2021-09-03 09:00:00+08:00,59.5,29.72,9,9,4
2021-09-03 09:15:00+08:00,58.0,30.0,9,9,4
2021-09-03 09:30:00+08:00,58.0,30.56,9,9,4
2021-09-03 09:45:00+08:00,57.0,30.56,9,9,4
2021-09-03 10:00:00+08:00,56.0,30.835,9,10,4
2021-09-03 10:15:00+08:00,55.0,31.11,9,10,4
2021-09-03 10:30:00+08:00,55.5,30.835,9,10,4
2021-09-03 10:45:00+08:00,57.0,30.56,9,10,4
2021-09-03 11:00:00+08:00,58.0,30.56,9,11,4
2021-09-03 11:15:00+08:00,59.0,30.56,9,11,4
2021-09-03 11:30:00+08:00,58.0,30.56,9,11,4
2021-09-03 11:45:00+08:00,58.0,30.56,9,11,4
2021-09-03 12:00:00+08:00,57.5,30.835,9,12,4
2021-09-03 12:15:00+08:00,56.0,31.11,9,12,4
2021-09-03 12:30:00+08:00,56.5,31.11,9,12,4
2021-09-03 12:45:00+08:00,55.0,31.11,9,12,4
2021-09-03 13:00:00+08:00,55.0,31.11,9,13,4
2021-09-03 13:15:00+08:00,55.0,31.11,9,13,4
2021-09-03 13:30:00+08:00,53.0,31.11,9,13,4
2021-09-03 13:45:00+08:00,52.0,31.11,9,13,4
2021-09-03 14:00:00+08:00,53.0,31.11,9,14,4
2021-09-03 14:15:00+08:00,54.0,31.11,9,14,4
2021-09-03 14:30:00+08:00,54.0,31.11,9,14,4
2021-09-03 14:45:00+08:00,52.0,31.11,9,14,4
2021-09-03 15:00:00+08:00,53.0,31.39,9,15,4
2021-09-03 15:15:00+08:00,53.0,31.11,9,15,4
2021-09-03 15:30:00+08:00,54.0,31.39,9,15,4
2021-09-03 15:45:00+08:00,53.0,31.11,9,15,4
2021-09-03 16:00:00+08:00,52.0,31.67,9,16,4
2021-09-03 16:15:00+08:00,51.0,31.67,9,16,4
2021-09-03 16:30:00+08:00,51.0,31.67,9,16,4
2021-09-03 16:45:00+08:00,51.0,31.67,9,16,4
2021-09-03 17:00:00+08:00,51.0,31.67,9,17,4
2021-09-03 17:15:00+08:00,51.0,31.67,9,17,4
2021-09-03 17:30:00+08:00,50.5,31.67,9,17,4
